grant_id;is_approved;research_area;n_partners
1317;FALSE;Humanities and Social Sciences;0
1318;FALSE;Biology and Medicine;3
1319;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1320;FALSE;Biology and Medicine;0
1321;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1322;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1323;FALSE;Biology and Medicine;3
1324;TRUE;"Mathematics, Natural and
Engineering Sciences";9
1325;FALSE;Biology and Medicine;2
1326;TRUE;Biology and Medicine;0
1327;TRUE;Biology and Medicine;0
1328;FALSE;"Mathematics, Natural and
Engineering Sciences";2
1329;FALSE;Biology and Medicine;2
1330;TRUE;Biology and Medicine;1
1331;TRUE;Biology and Medicine;3
1332;FALSE;"Mathematics, Natural and
Engineering Sciences";3
1333;FALSE;Humanities and Social Sciences;0
1334;FALSE;"Mathematics, Natural and
Engineering Sciences";11
1335;TRUE;Biology and Medicine;2
1336;FALSE;Biology and Medicine;1
1337;TRUE;Biology and Medicine;2
1338;FALSE;Humanities and Social Sciences;0
1339;TRUE;Biology and Medicine;0
1340;FALSE;Biology and Medicine;4
1341;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1342;FALSE;"Mathematics, Natural and
Engineering Sciences";8
1343;TRUE;Biology and Medicine;0
1344;FALSE;"Mathematics, Natural and
Engineering Sciences";6
1345;TRUE;Biology and Medicine;0
1346;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1347;TRUE;Humanities and Social Sciences;0
1348;TRUE;Humanities and Social Sciences;2
1349;TRUE;Humanities and Social Sciences;2
1350;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1351;FALSE;Humanities and Social Sciences;7
1352;FALSE;Biology and Medicine;3
1353;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1354;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1355;FALSE;Biology and Medicine;4
1356;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1357;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1358;FALSE;"Mathematics, Natural and
Engineering Sciences";3
1359;FALSE;Biology and Medicine;0
1360;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1361;FALSE;"Mathematics, Natural and
Engineering Sciences";7
1362;TRUE;Humanities and Social Sciences;1
1363;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1364;TRUE;Humanities and Social Sciences;1
1365;TRUE;Humanities and Social Sciences;0
1366;FALSE;Humanities and Social Sciences;3
1367;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1368;TRUE;"Mathematics, Natural and
Engineering Sciences";1
1369;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1370;TRUE;Humanities and Social Sciences;11
1371;FALSE;Biology and Medicine;2
1372;FALSE;Humanities and Social Sciences;0
1373;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1374;TRUE;Humanities and Social Sciences;0
1375;FALSE;Humanities and Social Sciences;3
1376;TRUE;"Mathematics, Natural and
Engineering Sciences";1
1377;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1378;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1379;FALSE;Humanities and Social Sciences;0
1380;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1381;FALSE;Biology and Medicine;1
1382;FALSE;Biology and Medicine;1
1383;TRUE;Biology and Medicine;0
1384;TRUE;Humanities and Social Sciences;0
1385;TRUE;"Mathematics, Natural and
Engineering Sciences";1
1386;TRUE;"Mathematics, Natural and
Engineering Sciences";1
1387;TRUE;Humanities and Social Sciences;3
1388;FALSE;Humanities and Social Sciences;5
1389;FALSE;Biology and Medicine;2
1390;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1391;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1392;FALSE;Biology and Medicine;6
1393;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1394;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1395;FALSE;Humanities and Social Sciences;0
1396;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1397;FALSE;"Mathematics, Natural and
Engineering Sciences";2
1398;TRUE;Humanities and Social Sciences;1
1399;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1400;TRUE;Humanities and Social Sciences;0
1401;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1402;TRUE;"Mathematics, Natural and
Engineering Sciences";1
1403;TRUE;Biology and Medicine;1
1404;TRUE;Humanities and Social Sciences;2
1405;TRUE;Biology and Medicine;1
1406;TRUE;Biology and Medicine;1
1407;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1408;FALSE;"Mathematics, Natural and
Engineering Sciences";5
1409;TRUE;Biology and Medicine;0
1410;FALSE;Humanities and Social Sciences;4
1411;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1412;TRUE;Humanities and Social Sciences;2
1413;TRUE;Biology and Medicine;0
1414;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1415;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1416;FALSE;Biology and Medicine;4
1417;TRUE;Humanities and Social Sciences;0
1418;TRUE;Biology and Medicine;1
1419;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1420;TRUE;Biology and Medicine;0
1421;FALSE;Humanities and Social Sciences;0
1422;TRUE;Humanities and Social Sciences;0
1423;FALSE;"Mathematics, Natural and
Engineering Sciences";2
1424;TRUE;Humanities and Social Sciences;0
1425;FALSE;Humanities and Social Sciences;4
1426;FALSE;"Mathematics, Natural and
Engineering Sciences";3
1427;FALSE;Humanities and Social Sciences;0
1428;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1429;FALSE;Humanities and Social Sciences;6
1430;FALSE;Biology and Medicine;0
1431;TRUE;Humanities and Social Sciences;0
1432;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1433;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1434;FALSE;Biology and Medicine;0
1435;TRUE;"Mathematics, Natural and
Engineering Sciences";1
1436;FALSE;Biology and Medicine;4
1437;TRUE;Humanities and Social Sciences;0
1438;TRUE;"Mathematics, Natural and
Engineering Sciences";6
1439;FALSE;Humanities and Social Sciences;0
1440;FALSE;Biology and Medicine;0
1441;FALSE;"Mathematics, Natural and
Engineering Sciences";6
1442;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1443;TRUE;"Mathematics, Natural and
Engineering Sciences";5
1444;TRUE;Humanities and Social Sciences;4
1445;FALSE;Humanities and Social Sciences;2
1446;FALSE;Humanities and Social Sciences;8
1447;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1448;TRUE;Biology and Medicine;0
1449;FALSE;Biology and Medicine;0
1450;TRUE;Biology and Medicine;3
1451;TRUE;Humanities and Social Sciences;2
1452;TRUE;"Mathematics, Natural and
Engineering Sciences";4
1453;TRUE;"Mathematics, Natural and
Engineering Sciences";3
1454;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1455;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1456;FALSE;Biology and Medicine;0
1457;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1458;TRUE;Biology and Medicine;3
1459;TRUE;Biology and Medicine;0
1460;FALSE;"Mathematics, Natural and
Engineering Sciences";2
1461;TRUE;Humanities and Social Sciences;1
1462;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1463;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1464;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1465;FALSE;Biology and Medicine;19
1466;FALSE;Biology and Medicine;0
1467;FALSE;Humanities and Social Sciences;1
1468;TRUE;Biology and Medicine;4
1469;TRUE;"Mathematics, Natural and
Engineering Sciences";14
1470;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1471;FALSE;Biology and Medicine;0
1472;FALSE;Biology and Medicine;1
1473;FALSE;Humanities and Social Sciences;0
1474;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1475;FALSE;"Mathematics, Natural and
Engineering Sciences";7
1476;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1477;TRUE;Biology and Medicine;0
1478;FALSE;Biology and Medicine;3
1479;TRUE;Biology and Medicine;1
1480;FALSE;Humanities and Social Sciences;4
1481;TRUE;Humanities and Social Sciences;1
1482;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1483;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1484;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1485;FALSE;Humanities and Social Sciences;2
1486;FALSE;Biology and Medicine;6
1487;FALSE;Biology and Medicine;5
1488;FALSE;"Mathematics, Natural and
Engineering Sciences";6
1489;TRUE;Biology and Medicine;13
1490;FALSE;Biology and Medicine;5
1491;FALSE;Humanities and Social Sciences;0
1492;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1493;FALSE;Biology and Medicine;10
1494;TRUE;Biology and Medicine;0
1495;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1496;TRUE;Biology and Medicine;0
1497;TRUE;Biology and Medicine;6
1498;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1499;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1500;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1501;TRUE;Biology and Medicine;3
1502;TRUE;Biology and Medicine;4
1503;FALSE;Humanities and Social Sciences;5
1504;FALSE;Biology and Medicine;6
1505;TRUE;Humanities and Social Sciences;6
1506;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1507;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1508;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1509;FALSE;Biology and Medicine;3
1510;FALSE;Biology and Medicine;0
1511;TRUE;Biology and Medicine;0
1512;TRUE;Humanities and Social Sciences;4
1513;FALSE;Biology and Medicine;1
1514;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1515;FALSE;Biology and Medicine;0
1516;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1517;FALSE;Humanities and Social Sciences;2
1518;TRUE;Humanities and Social Sciences;2
1519;FALSE;"Mathematics, Natural and
Engineering Sciences";4
1520;FALSE;Humanities and Social Sciences;1
1521;FALSE;Humanities and Social Sciences;1
1522;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1523;FALSE;Humanities and Social Sciences;3
1524;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1525;FALSE;Humanities and Social Sciences;0
1526;FALSE;Biology and Medicine;0
1527;TRUE;Biology and Medicine;0
1528;TRUE;Humanities and Social Sciences;1
1529;FALSE;"Mathematics, Natural and
Engineering Sciences";5
1530;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1531;FALSE;"Mathematics, Natural and
Engineering Sciences";2
1532;FALSE;Biology and Medicine;2
1533;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1534;TRUE;Biology and Medicine;0
1535;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1536;FALSE;Biology and Medicine;6
1537;TRUE;Biology and Medicine;3
1538;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1539;TRUE;Biology and Medicine;0
1540;FALSE;Biology and Medicine;0
1541;FALSE;Biology and Medicine;12
1542;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1543;TRUE;Biology and Medicine;0
1544;FALSE;Humanities and Social Sciences;1
1545;TRUE;Humanities and Social Sciences;0
1546;TRUE;Biology and Medicine;0
1547;FALSE;Biology and Medicine;3
1548;FALSE;"Mathematics, Natural and
Engineering Sciences";3
1549;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1550;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1551;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1552;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1553;TRUE;Humanities and Social Sciences;2
1554;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1555;FALSE;Humanities and Social Sciences;3
1556;FALSE;Biology and Medicine;0
1557;TRUE;"Mathematics, Natural and
Engineering Sciences";3
1558;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1559;TRUE;Biology and Medicine;3
1560;TRUE;Humanities and Social Sciences;4
1561;FALSE;Biology and Medicine;3
1562;TRUE;Biology and Medicine;0
1563;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1564;TRUE;Biology and Medicine;2
1565;FALSE;Humanities and Social Sciences;0
1566;FALSE;Humanities and Social Sciences;3
1567;TRUE;Humanities and Social Sciences;0
1568;TRUE;Humanities and Social Sciences;3
1569;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1570;FALSE;Humanities and Social Sciences;1
1571;FALSE;Biology and Medicine;2
1572;FALSE;"Mathematics, Natural and
Engineering Sciences";4
1573;FALSE;Humanities and Social Sciences;0
1574;TRUE;Biology and Medicine;2
1575;FALSE;"Mathematics, Natural and
Engineering Sciences";2
1576;TRUE;"Mathematics, Natural and
Engineering Sciences";1
1577;TRUE;Biology and Medicine;3
1578;TRUE;Biology and Medicine;0
1579;FALSE;Humanities and Social Sciences;1
1580;FALSE;Humanities and Social Sciences;3
1581;TRUE;"Mathematics, Natural and
Engineering Sciences";6
1582;TRUE;Humanities and Social Sciences;5
1583;FALSE;Biology and Medicine;0
1584;TRUE;Biology and Medicine;0
1585;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1586;FALSE;Humanities and Social Sciences;10
1587;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1588;TRUE;Humanities and Social Sciences;3
1589;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1590;TRUE;Humanities and Social Sciences;0
1591;TRUE;Biology and Medicine;2
1592;FALSE;Humanities and Social Sciences;0
1593;FALSE;Humanities and Social Sciences;5
1594;TRUE;Humanities and Social Sciences;1
1595;TRUE;Biology and Medicine;5
1596;FALSE;Humanities and Social Sciences;0
1597;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1598;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1599;FALSE;Humanities and Social Sciences;1
1600;FALSE;Biology and Medicine;3
1601;TRUE;Humanities and Social Sciences;0
1602;FALSE;Humanities and Social Sciences;6
1603;FALSE;Biology and Medicine;1
1604;TRUE;Humanities and Social Sciences;4
1605;FALSE;Biology and Medicine;4
1606;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1607;FALSE;Biology and Medicine;7
1608;FALSE;Biology and Medicine;0
1609;TRUE;Biology and Medicine;0
1610;FALSE;Biology and Medicine;0
1611;FALSE;Biology and Medicine;11
1612;FALSE;"Mathematics, Natural and
Engineering Sciences";3
1613;TRUE;Humanities and Social Sciences;2
1614;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1615;TRUE;Biology and Medicine;0
1616;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1617;TRUE;Biology and Medicine;3
1618;FALSE;Biology and Medicine;4
1619;TRUE;"Mathematics, Natural and
Engineering Sciences";4
1620;FALSE;Humanities and Social Sciences;3
1621;TRUE;Biology and Medicine;0
1622;TRUE;Biology and Medicine;0
1623;FALSE;Humanities and Social Sciences;1
1624;TRUE;Humanities and Social Sciences;0
1625;FALSE;Biology and Medicine;0
1626;TRUE;Humanities and Social Sciences;0
1627;TRUE;Humanities and Social Sciences;0
1628;FALSE;Biology and Medicine;4
1629;FALSE;Biology and Medicine;0
1630;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1631;FALSE;Biology and Medicine;2
1632;FALSE;Humanities and Social Sciences;1
1633;FALSE;Humanities and Social Sciences;2
1634;TRUE;Biology and Medicine;8
1635;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1636;FALSE;Humanities and Social Sciences;0
1637;TRUE;"Mathematics, Natural and
Engineering Sciences";7
1638;FALSE;Humanities and Social Sciences;0
1639;FALSE;Humanities and Social Sciences;2
1640;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1641;FALSE;Humanities and Social Sciences;12
1642;TRUE;Humanities and Social Sciences;2
1643;TRUE;"Mathematics, Natural and
Engineering Sciences";5
1644;TRUE;Humanities and Social Sciences;3
1645;FALSE;Biology and Medicine;4
1646;TRUE;Biology and Medicine;1
1647;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1648;FALSE;Humanities and Social Sciences;2
1649;FALSE;Humanities and Social Sciences;2
1650;TRUE;Humanities and Social Sciences;1
1651;FALSE;"Mathematics, Natural and
Engineering Sciences";3
1652;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1653;FALSE;Biology and Medicine;1
1654;TRUE;"Mathematics, Natural and
Engineering Sciences";1
1655;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1656;TRUE;"Mathematics, Natural and
Engineering Sciences";6
1657;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1658;TRUE;Biology and Medicine;0
1659;TRUE;Biology and Medicine;1
1660;FALSE;Biology and Medicine;11
1661;TRUE;Humanities and Social Sciences;0
1662;FALSE;Humanities and Social Sciences;5
1663;FALSE;Biology and Medicine;0
1664;FALSE;Humanities and Social Sciences;3
1665;FALSE;Biology and Medicine;0
1666;FALSE;Biology and Medicine;0
1667;TRUE;Biology and Medicine;0
1668;TRUE;Biology and Medicine;4
1669;TRUE;Humanities and Social Sciences;1
1670;FALSE;Biology and Medicine;2
1671;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1672;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1673;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1674;FALSE;Humanities and Social Sciences;0
1675;FALSE;Biology and Medicine;1
1676;TRUE;Humanities and Social Sciences;0
1677;TRUE;Biology and Medicine;0
1678;TRUE;Humanities and Social Sciences;4
1679;FALSE;Humanities and Social Sciences;0
1680;FALSE;Biology and Medicine;2
1681;TRUE;Humanities and Social Sciences;5
1682;TRUE;Humanities and Social Sciences;1
1683;FALSE;Humanities and Social Sciences;0
1684;TRUE;Biology and Medicine;2
1685;TRUE;Humanities and Social Sciences;6
1686;FALSE;Biology and Medicine;6
1687;TRUE;Biology and Medicine;0
1688;TRUE;Biology and Medicine;11
1689;TRUE;Biology and Medicine;2
1690;FALSE;Humanities and Social Sciences;0
1691;TRUE;Humanities and Social Sciences;2
1692;FALSE;Humanities and Social Sciences;2
1693;TRUE;Biology and Medicine;0
1694;TRUE;Biology and Medicine;0
1695;TRUE;Biology and Medicine;0
1696;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1697;FALSE;Humanities and Social Sciences;1
1698;FALSE;Biology and Medicine;4
1699;FALSE;Humanities and Social Sciences;2
1700;TRUE;"Mathematics, Natural and
Engineering Sciences";1
1701;FALSE;Humanities and Social Sciences;2
1702;TRUE;Biology and Medicine;0
1703;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1704;FALSE;Humanities and Social Sciences;1
1705;FALSE;Humanities and Social Sciences;3
1706;TRUE;Humanities and Social Sciences;0
1707;FALSE;Biology and Medicine;0
1708;TRUE;"Mathematics, Natural and
Engineering Sciences";3
1709;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1710;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1711;FALSE;Biology and Medicine;4
1712;FALSE;Humanities and Social Sciences;4
1713;FALSE;Biology and Medicine;1
1714;FALSE;Biology and Medicine;4
1715;TRUE;"Mathematics, Natural and
Engineering Sciences";3
1716;FALSE;"Mathematics, Natural and
Engineering Sciences";5
1717;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1718;TRUE;Biology and Medicine;0
1719;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1720;TRUE;"Mathematics, Natural and
Engineering Sciences";3
1721;FALSE;Humanities and Social Sciences;4
1722;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1723;FALSE;Biology and Medicine;6
1724;FALSE;Biology and Medicine;0
1725;FALSE;Biology and Medicine;3
1726;FALSE;Humanities and Social Sciences;3
1727;FALSE;Biology and Medicine;0
1728;TRUE;Humanities and Social Sciences;0
1729;FALSE;Biology and Medicine;7
1730;TRUE;Humanities and Social Sciences;0
1731;TRUE;Humanities and Social Sciences;3
1732;FALSE;Biology and Medicine;2
1733;TRUE;"Mathematics, Natural and
Engineering Sciences";3
1734;TRUE;Biology and Medicine;0
1735;FALSE;Humanities and Social Sciences;0
1736;TRUE;Humanities and Social Sciences;0
1737;TRUE;"Mathematics, Natural and
Engineering Sciences";4
1738;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1739;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1740;FALSE;Biology and Medicine;1
1741;TRUE;Humanities and Social Sciences;0
1742;FALSE;Biology and Medicine;0
1743;TRUE;Humanities and Social Sciences;12
1744;FALSE;Biology and Medicine;2
1745;TRUE;Biology and Medicine;0
1746;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1747;TRUE;Biology and Medicine;11
1748;TRUE;"Mathematics, Natural and
Engineering Sciences";4
1749;FALSE;"Mathematics, Natural and
Engineering Sciences";3
1750;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1751;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1752;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1753;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1754;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1755;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1756;FALSE;Humanities and Social Sciences;4
1757;FALSE;Humanities and Social Sciences;5
1758;TRUE;Biology and Medicine;0
1759;FALSE;Biology and Medicine;2
1760;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1761;TRUE;Humanities and Social Sciences;4
1762;FALSE;Humanities and Social Sciences;0
1763;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1764;TRUE;Humanities and Social Sciences;1
1765;FALSE;Biology and Medicine;5
1766;FALSE;Biology and Medicine;8
1767;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1768;FALSE;Biology and Medicine;0
1769;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1770;FALSE;Biology and Medicine;1
1771;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1772;FALSE;Humanities and Social Sciences;0
1773;TRUE;Humanities and Social Sciences;1
1774;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1775;FALSE;Humanities and Social Sciences;2
1776;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1777;FALSE;Humanities and Social Sciences;6
1778;FALSE;Biology and Medicine;3
1779;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1780;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1781;FALSE;"Mathematics, Natural and
Engineering Sciences";5
1782;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1783;TRUE;Biology and Medicine;0
1784;TRUE;"Mathematics, Natural and
Engineering Sciences";4
1785;TRUE;Humanities and Social Sciences;2
1786;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1787;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1788;TRUE;Biology and Medicine;2
1789;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1790;TRUE;Humanities and Social Sciences;9
1791;FALSE;"Mathematics, Natural and
Engineering Sciences";2
1792;TRUE;Biology and Medicine;0
1793;FALSE;"Mathematics, Natural and
Engineering Sciences";6
1794;TRUE;Biology and Medicine;0
1795;TRUE;Biology and Medicine;4
1796;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1797;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1798;FALSE;Humanities and Social Sciences;0
1799;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1800;FALSE;Humanities and Social Sciences;0
1801;FALSE;Biology and Medicine;1
1802;FALSE;Humanities and Social Sciences;0
1803;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1804;FALSE;Biology and Medicine;0
1805;TRUE;Biology and Medicine;0
1806;TRUE;Biology and Medicine;0
1807;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1808;FALSE;Humanities and Social Sciences;3
1809;TRUE;Humanities and Social Sciences;2
1810;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1811;FALSE;Humanities and Social Sciences;0
1812;FALSE;Humanities and Social Sciences;0
1813;FALSE;Biology and Medicine;0
1814;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1815;TRUE;Humanities and Social Sciences;1
1816;FALSE;Humanities and Social Sciences;1
1817;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1818;FALSE;Biology and Medicine;1
1819;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1820;TRUE;"Mathematics, Natural and
Engineering Sciences";2
1821;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1822;TRUE;Biology and Medicine;0
1823;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1824;TRUE;Humanities and Social Sciences;0
1825;FALSE;Humanities and Social Sciences;9
1826;TRUE;Biology and Medicine;2
1827;TRUE;Humanities and Social Sciences;2
1828;TRUE;Biology and Medicine;3
1829;TRUE;Biology and Medicine;1
1830;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1831;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1832;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1833;FALSE;Biology and Medicine;2
1834;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1835;TRUE;Biology and Medicine;1
1836;TRUE;"Mathematics, Natural and
Engineering Sciences";3
1837;FALSE;Biology and Medicine;3
1838;FALSE;Humanities and Social Sciences;1
1839;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1840;TRUE;Biology and Medicine;2
1841;FALSE;Biology and Medicine;3
1842;TRUE;Biology and Medicine;4
1843;TRUE;Humanities and Social Sciences;0
1844;TRUE;Biology and Medicine;0
1845;FALSE;"Mathematics, Natural and
Engineering Sciences";1
1846;TRUE;Humanities and Social Sciences;0
1847;FALSE;Humanities and Social Sciences;3
1848;FALSE;Biology and Medicine;6
1849;FALSE;Biology and Medicine;4
1850;FALSE;Humanities and Social Sciences;1
1851;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1852;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1853;FALSE;Humanities and Social Sciences;1
1854;TRUE;Biology and Medicine;1
1855;TRUE;Humanities and Social Sciences;1
1856;TRUE;Humanities and Social Sciences;3
1857;FALSE;Biology and Medicine;5
1858;FALSE;Humanities and Social Sciences;1
1859;FALSE;Humanities and Social Sciences;4
1860;FALSE;Biology and Medicine;1
1861;FALSE;Humanities and Social Sciences;0
1862;TRUE;Humanities and Social Sciences;0
1863;TRUE;Biology and Medicine;5
1864;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1865;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1866;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1867;FALSE;Humanities and Social Sciences;0
1868;FALSE;"Mathematics, Natural and
Engineering Sciences";10
1869;FALSE;Humanities and Social Sciences;1
1870;TRUE;"Mathematics, Natural and
Engineering Sciences";1
1871;TRUE;Biology and Medicine;0
1872;TRUE;Humanities and Social Sciences;3
1873;FALSE;Biology and Medicine;4
1874;FALSE;Humanities and Social Sciences;1
1875;TRUE;"Mathematics, Natural and
Engineering Sciences";0
1876;FALSE;"Mathematics, Natural and
Engineering Sciences";3
1877;FALSE;Biology and Medicine;0
1878;FALSE;"Mathematics, Natural and
Engineering Sciences";2
1879;FALSE;Biology and Medicine;3
1880;TRUE;Biology and Medicine;0
1881;TRUE;Humanities and Social Sciences;0
1882;TRUE;Humanities and Social Sciences;4
1883;FALSE;Biology and Medicine;2
1884;FALSE;"Mathematics, Natural and
Engineering Sciences";0
1885;TRUE;Humanities and Social Sciences;0
1886;FALSE;Humanities and Social Sciences;0
1887;FALSE;Biology and Medicine;2
1888;FALSE;Biology and Medicine;0
1889;FALSE;"Mathematics, Natural and
Engineering Sciences";5
1890;FALSE;Biology and Medicine;0
1891;TRUE;Biology and Medicine;0
1892;TRUE;Humanities and Social Sciences;0
1893;FALSE;Humanities and Social Sciences;0
1894;TRUE;Humanities and Social Sciences;0
